Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	C_01 Spectral Count	C_02 Spectral Count	C_03 Spectral Count	C_04 Spectral Count	C_05 Spectral Count	C_06 Spectral Count	C_07 Spectral Count	C_08 Spectral Count	T_01 Spectral Count	T_02 Spectral Count	T_03 Spectral Count	T_04 Spectral Count	T_05 Spectral Count	T_06 Spectral Count	T_07 Spectral Count	C_01 Unique Spectral Count	C_02 Unique Spectral Count	C_03 Unique Spectral Count	C_04 Unique Spectral Count	C_05 Unique Spectral Count	C_06 Unique Spectral Count	C_07 Unique Spectral Count	C_08 Unique Spectral Count	T_01 Unique Spectral Count	T_02 Unique Spectral Count	T_03 Unique Spectral Count	T_04 Unique Spectral Count	T_05 Unique Spectral Count	T_06 Unique Spectral Count	T_07 Unique Spectral Count	C_01 Total Spectral Count	C_02 Total Spectral Count	C_03 Total Spectral Count	C_04 Total Spectral Count	C_05 Total Spectral Count	C_06 Total Spectral Count	C_07 Total Spectral Count	C_08 Total Spectral Count	T_01 Total Spectral Count	T_02 Total Spectral Count	T_03 Total Spectral Count	T_04 Total Spectral Count	T_05 Total Spectral Count	T_06 Total Spectral Count	T_07 Total Spectral Count	C_01 Intensity	C_02 Intensity	C_03 Intensity	C_04 Intensity	C_05 Intensity	C_06 Intensity	C_07 Intensity	C_08 Intensity	T_01 Intensity	T_02 Intensity	T_03 Intensity	T_04 Intensity	T_05 Intensity	T_06 Intensity	T_07 Intensity	C_01 MaxLFQ Intensity	C_02 MaxLFQ Intensity	C_03 MaxLFQ Intensity	C_04 MaxLFQ Intensity	C_05 MaxLFQ Intensity	C_06 MaxLFQ Intensity	C_07 MaxLFQ Intensity	C_08 MaxLFQ Intensity	T_01 MaxLFQ Intensity	T_02 MaxLFQ Intensity	T_03 MaxLFQ Intensity	T_04 MaxLFQ Intensity	T_05 MaxLFQ Intensity	T_06 MaxLFQ Intensity	T_07 MaxLFQ Intensity	Indistinguishable Proteins
sp|P49441|INPP_HUMAN	P49441	INPP_HUMAN	INPP1	399	Homo sapiens	1:Experimental evidence at protein level	Inositol polyphosphate 1-phosphatase	0.9997	0.999	2	3	3	3	0.005012531328320802	0.007518796992481203	0.007518796992481203	0.007518796992481203	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	7395928.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6439209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49459|UBE2A_HUMAN	P49459	UBE2A_HUMAN	UBE2A	152	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 A	0.9998	0.999	2	8	8	8	0.013157894736842105	0.05263157894736842	0.05263157894736842	0.05263157894736842	0	0	0	1	0	0	0	0	1	0	0	1	2	3	0	0	0	0	1	0	0	0	0	1	0	0	1	2	3	0	0	0	0	1	0	0	0	0	1	0	0	1	2	3	0	0.0	0.0	0.0	0.0	9934420.0	0.0	0.0	0.0	0.0	0.0	0.0	10083571.0	14837856.0	6496385.5	0.0	0.0	0.0	0.0	0.0	10139968.0	0.0	0.0	0.0	0.0	0.0	0.0	10292205.0	7417385.0	6364706.5	0.0	
sp|P49585|PCY1A_HUMAN	P49585	PCY1A_HUMAN	PCYT1A	367	Homo sapiens	1:Experimental evidence at protein level	Choline-phosphate cytidylyltransferase A	1.0	0.999	4	9	4	9	0.010899182561307902	0.02452316076294278	0.010899182561307902	0.02452316076294278	0	0	0	0	0	1	0	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	3	0	0	0	4	1	0	0.0	0.0	0.0	0.0	0.0	5855171.0	0.0	0.0	21395344.0	0.0	0.0	21438644.0	15355443.0	6752379.5	0.0	0.0	0.0	0.0	0.0	0.0	6017645.0	0.0	0.0	10799990.0	0.0	0.0	7592889.0	18166402.0	6720548.0	0.0	
sp|P49588|SYAC_HUMAN	P49588	SYAC_HUMAN	AARS1	968	Homo sapiens	1:Experimental evidence at protein level	Alanine--tRNA ligase, cytoplasmic	1.0	0.999	27	191	187	191	0.027892561983471075	0.19731404958677687	0.19318181818181818	0.19731404958677687	1	0	6	7	18	13	0	1	8	3	36	31	43	24	0	1	0	6	7	18	13	0	1	8	3	34	31	43	22	0	1	0	6	7	18	13	0	1	8	3	36	31	43	24	0	23929624.0	0.0	91409792.0	62213448.0	175715504.0	108059352.0	23721440.0	12669913.0	30405354.0	33987268.0	442073056.0	324388256.0	370542144.0	216971536.0	0.0	22626418.0	0.0	27271266.0	22147832.0	36873260.0	27447868.0	18351550.0	11979910.0	85081592.0	19950334.0	55548164.0	46823264.0	48793336.0	39583740.0	0.0	
sp|P49589|SYCC_HUMAN	P49589	SYCC_HUMAN	CARS1	748	Homo sapiens	1:Experimental evidence at protein level	Cysteine--tRNA ligase, cytoplasmic	1.0	0.999	7	10	10	10	0.009358288770053475	0.013368983957219251	0.013368983957219251	0.013368983957219251	0	0	1	0	1	0	0	0	0	0	3	2	2	1	0	0	0	1	0	1	0	0	0	0	0	3	2	2	1	0	0	0	1	0	1	0	0	0	0	0	3	2	2	1	0	0.0	0.0	71190424.0	0.0	113088392.0	8688072.0	0.0	0.0	0.0	0.0	62643624.0	65797408.0	16530342.0	0.0	0.0	0.0	0.0	42895868.0	0.0	41351276.0	14125525.0	0.0	0.0	0.0	0.0	35778584.0	30691006.0	26702698.0	0.0	0.0	
sp|P49591|SYSC_HUMAN	P49591	SYSC_HUMAN	SARS1	514	Homo sapiens	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	17	276	276	276	0.033073929961089495	0.5369649805447471	0.5369649805447471	0.5369649805447471	11	16	20	18	16	21	9	7	9	17	28	33	33	38	0	11	16	20	18	16	21	9	7	9	17	28	33	33	38	0	11	16	20	18	16	21	9	7	9	17	28	33	33	38	0	124378080.0	119942872.0	213877504.0	218233696.0	271261856.0	272236416.0	125250592.0	57283008.0	36398316.0	235225408.0	318737312.0	504396768.0	333254816.0	356513568.0	0.0	36127336.0	35004668.0	38583616.0	37291520.0	34467132.0	38788780.0	32107754.0	17443914.0	23491854.0	39431604.0	41369504.0	54775280.0	39275120.0	54823456.0	0.0	
sp|P49593|PPM1F_HUMAN	P49593	PPM1F_HUMAN	PPM1F	454	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1F	0.9998	0.999	2	3	3	3	0.004405286343612335	0.006607929515418502	0.006607929515418502	0.006607929515418502	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	11590861.0	0.0	0.0	356517312.0	8068511.0	0.0	0.0	13535086.0	7602598.0	3644637.5	0.0	4730821.0	0.0	0.0	0.0	11590861.0	0.0	0.0	356517312.0	8068511.0	0.0	0.0	13535086.0	7602598.0	3644637.5	0.0	4730821.0	0.0	
sp|P49662|CASP4_HUMAN	P49662	CASP4_HUMAN	CASP4	377	Homo sapiens	1:Experimental evidence at protein level	Caspase-4	0.9238	0.999	1	1	1	1	0.002652519893899204	0.002652519893899204	0.002652519893899204	0.002652519893899204	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8875507.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49711|CTCF_HUMAN	P49711	CTCF_HUMAN	CTCF	727	Homo sapiens	1:Experimental evidence at protein level	Transcriptional repressor CTCF	0.9238	0.999	1	4	4	4	0.001375515818431912	0.005502063273727648	0.005502063273727648	0.005502063273727648	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	6791024.0	0.0	0.0	0.0	0.0	0.0	2454502.5	5330543.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6791024.0	0.0	0.0	0.0	0.0	0.0	2454502.5	5330543.5	0.0	0.0	0.0	
sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	205	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-3	1.0	0.999	7	87	87	87	0.03414634146341464	0.424390243902439	0.424390243902439	0.424390243902439	1	0	3	7	5	13	4	0	0	0	6	13	17	18	0	1	0	3	7	5	13	4	0	0	0	6	13	17	18	0	1	0	3	7	5	13	4	0	0	0	6	13	17	18	0	22424136.0	0.0	23763412.0	44254816.0	58315612.0	64325888.0	47771796.0	0.0	0.0	0.0	40473272.0	68787496.0	129311232.0	93566880.0	0.0	44928084.0	0.0	22789068.0	28611860.0	27302066.0	30136420.0	31417070.0	0.0	0.0	0.0	38813792.0	34999836.0	51234528.0	41534856.0	0.0	
sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-2	1.0	0.999	6	71	71	71	0.029850746268656716	0.35323383084577115	0.35323383084577115	0.35323383084577115	2	1	4	2	7	6	2	0	0	2	5	10	16	14	0	2	1	4	2	7	6	2	0	0	2	5	10	16	14	0	2	1	4	2	7	6	2	0	0	2	5	10	16	14	0	72245264.0	27080662.0	66104996.0	80007464.0	127719488.0	88121728.0	32890618.0	0.0	0.0	36858564.0	129964800.0	162882752.0	158800800.0	173882688.0	0.0	35682640.0	25648160.0	37521732.0	40123784.0	50823600.0	36959532.0	31150784.0	0.0	0.0	48270340.0	45623040.0	50064992.0	43267600.0	50548908.0	0.0	
sp|P49736|MCM2_HUMAN	P49736	MCM2_HUMAN	MCM2	904	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM2	1.0	0.999	12	27	27	27	0.01327433628318584	0.029867256637168143	0.029867256637168143	0.029867256637168143	0	0	0	0	1	0	0	0	0	0	4	0	18	4	0	0	0	0	0	1	0	0	0	0	0	4	0	18	4	0	0	0	0	0	1	0	0	0	0	0	4	0	18	4	0	0.0	0.0	0.0	0.0	3957186.5	0.0	0.0	0.0	0.0	0.0	43634088.0	5245875.0	182413264.0	45786496.0	0.0	0.0	0.0	0.0	0.0	10925798.0	0.0	0.0	0.0	0.0	0.0	14330470.0	5103211.5	30233104.0	18046018.0	0.0	
sp|P49747|COMP_HUMAN	P49747	COMP_HUMAN	COMP	757	Homo sapiens	1:Experimental evidence at protein level	Cartilage oligomeric matrix protein	1.0	0.999	3	7	3	7	0.003963011889035667	0.009247027741083224	0.003963011889035667	0.009247027741083224	0	0	1	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	2	0	0	2	0.0	0.0	7925631.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40358356.0	20223612.0	0.0	0.0	10631999.0	0.0	0.0	10619234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14266177.0	10301915.0	0.0	0.0	10614480.0	
sp|P49748|ACADV_HUMAN	P49748	ACADV_HUMAN	ACADVL	655	Homo sapiens	1:Experimental evidence at protein level	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	1.0	0.999	21	134	134	134	0.03206106870229008	0.20458015267175572	0.20458015267175572	0.20458015267175572	0	0	4	15	10	22	15	0	3	0	1	31	9	24	0	0	0	4	15	10	22	15	0	3	0	1	31	9	24	0	0	0	4	15	10	22	15	0	3	0	1	31	9	24	0	0.0	0.0	28229532.0	196491280.0	174327552.0	427921568.0	285203296.0	0.0	19532532.0	0.0	9195567.0	436630016.0	105485176.0	201756064.0	0.0	0.0	0.0	14146555.0	41720844.0	30738014.0	59530964.0	46630348.0	0.0	25399182.0	0.0	8416310.0	55003484.0	16784332.0	41873200.0	0.0	
sp|P49755|TMEDA_HUMAN	P49755	TMEDA_HUMAN	TMED10	219	Homo sapiens	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 10	1.0	0.999	6	54	54	54	0.0273972602739726	0.2465753424657534	0.2465753424657534	0.2465753424657534	1	0	2	4	3	5	0	0	15	0	2	5	6	6	5	1	0	2	4	3	5	0	0	15	0	2	5	6	6	5	1	0	2	4	3	5	0	0	15	0	2	5	6	6	5	21120338.0	0.0	4196295.0	79405200.0	87784488.0	38350080.0	0.0	0.0	138422704.0	0.0	3611969.2	40467304.0	73605952.0	100686240.0	24273674.0	28111182.0	0.0	9575271.0	27836896.0	29531668.0	33158982.0	0.0	0.0	41661296.0	0.0	8241933.0	32875638.0	29837234.0	36194736.0	12779907.0	
sp|P49756|RBM25_HUMAN	P49756	RBM25_HUMAN	RBM25	843	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 25	1.0	0.999	9	24	24	24	0.010676156583629894	0.028469750889679714	0.028469750889679714	0.028469750889679714	0	0	0	0	5	1	0	0	0	0	2	2	11	3	0	0	0	0	0	5	1	0	0	0	0	2	2	11	3	0	0	0	0	0	5	1	0	0	0	0	2	2	11	3	0	0.0	0.0	0.0	0.0	64665488.0	11033072.0	0.0	0.0	0.0	0.0	10051467.0	33583032.0	103666872.0	15836418.0	0.0	0.0	0.0	0.0	0.0	19309154.0	12618342.0	0.0	0.0	0.0	0.0	11495696.0	15813360.0	23655822.0	12724983.0	0.0	
sp|P49757|NUMB_HUMAN	P49757	NUMB_HUMAN	NUMB	651	Homo sapiens	1:Experimental evidence at protein level	Protein numb homolog	0.9238	0.999	1	2	2	2	0.0015360983102918587	0.0030721966205837174	0.0030721966205837174	0.0030721966205837174	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9069408.0	7582702.0	6451471.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9069408.0	7582702.0	6451471.5	0.0	
sp|P49770|EI2BB_HUMAN	P49770	EI2BB_HUMAN	EIF2B2	351	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit beta	0.9998	0.999	2	2	2	2	0.005698005698005698	0.005698005698005698	0.005698005698005698	0.005698005698005698	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2946982.5	3553300.0	4122098.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2946982.5	3553300.0	0.0	0.0	
sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	126	Homo sapiens	1:Experimental evidence at protein level	Adenosine 5'-monophosphoramidase HINT1	1.0	0.999	10	330	330	330	0.07936507936507936	2.619047619047619	2.619047619047619	2.619047619047619	21	18	28	27	26	27	15	22	0	23	20	26	47	30	0	21	18	28	27	26	27	15	22	0	23	20	26	47	30	0	21	18	28	27	26	27	15	22	0	23	20	26	47	30	0	318790272.0	172288448.0	768407360.0	631217340.0	818650240.0	768641980.0	330611104.0	197442368.0	0.0	476827424.0	537573630.0	638931200.0	1323552770.0	707038530.0	0.0	76764576.0	45459324.0	142130864.0	132632320.0	162076656.0	144307488.0	70772896.0	47160656.0	0.0	100641936.0	110746576.0	120562752.0	213645040.0	131862480.0	0.0	
sp|P49790|NU153_HUMAN	P49790	NU153_HUMAN	NUP153	1475	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup153	0.9238	0.999	1	2	2	2	0.0006779661016949153	0.0013559322033898306	0.0013559322033898306	0.0013559322033898306	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	24471400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3903282.5	0.0	0.0	0.0	0.0	0.0	0.0	24471400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3903282.5	0.0	0.0	
sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	3224	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase RanBP2	1.0	0.999	10	13	12	13	0.003101736972704715	0.004032258064516129	0.0037220843672456576	0.004032258064516129	0	0	0	0	0	0	0	0	1	0	0	2	10	0	0	0	0	0	0	0	0	0	0	1	0	0	2	9	0	0	0	0	0	0	0	0	0	0	1	0	0	2	10	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1994264.2	29532242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1994264.2	6874763.5	0.0	0.0	
sp|P49821|NDUV1_HUMAN	P49821	NDUV1_HUMAN	NDUFV1	464	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	1.0	0.999	6	22	22	22	0.01293103448275862	0.04741379310344827	0.04741379310344827	0.04741379310344827	0	0	0	6	5	5	3	0	0	0	0	1	2	0	0	0	0	0	6	5	5	3	0	0	0	0	1	2	0	0	0	0	0	6	5	5	3	0	0	0	0	1	2	0	0	0.0	0.0	6314302.5	66954380.0	23261230.0	46190712.0	30591984.0	0.0	0.0	0.0	0.0	11525540.0	12493444.0	0.0	0.0	0.0	0.0	6596204.5	24166972.0	13453197.0	17260448.0	16213296.0	0.0	0.0	0.0	0.0	9751940.0	3469024.2	0.0	0.0	
sp|P49840|GSK3A_HUMAN	P49840	GSK3A_HUMAN	GSK3A	483	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 alpha	1.0	0.999	3	5	5	5	0.006211180124223602	0.010351966873706004	0.010351966873706004	0.010351966873706004	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0.0	0.0	0.0	0.0	13350636.0	0.0	0.0	0.0	0.0	0.0	7423864.5	0.0	27726532.0	0.0	0.0	0.0	0.0	0.0	0.0	13350636.0	0.0	0.0	0.0	0.0	0.0	7423864.5	0.0	15984980.0	0.0	0.0	
sp|P49841|GSK3B_HUMAN	P49841	GSK3B_HUMAN	GSK3B	420	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 beta	1.0	0.999	3	6	6	6	0.007142857142857143	0.014285714285714285	0.014285714285714285	0.014285714285714285	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10190790.0	25773842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9323192.0	13175350.0	0.0	0.0	
sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	561	Homo sapiens	1:Experimental evidence at protein level	Cytosolic purine 5'-nucleotidase	1.0	0.999	5	12	12	12	0.008912655971479501	0.0213903743315508	0.0213903743315508	0.0213903743315508	0	0	1	0	0	1	0	0	2	0	1	1	1	5	0	0	0	1	0	0	1	0	0	2	0	1	1	1	5	0	0	0	1	0	0	1	0	0	2	0	1	1	1	5	0	0.0	0.0	9690186.0	0.0	6759961.0	9191738.0	0.0	0.0	11873898.0	0.0	15330647.0	12738174.0	8891123.0	26585680.0	0.0	0.0	0.0	10817022.0	0.0	7546052.0	10260611.0	0.0	0.0	7397961.0	0.0	7864515.0	14219449.0	4334007.0	6784942.0	0.0	
sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	392	Homo sapiens	1:Experimental evidence at protein level	Selenide, water dikinase 1	1.0	0.999	11	47	39	47	0.02806122448979592	0.11989795918367346	0.09948979591836735	0.11989795918367346	0	0	0	0	2	1	0	0	4	0	0	5	26	9	0	0	0	0	0	1	1	0	0	4	0	0	5	20	8	0	0	0	0	0	2	1	0	0	4	0	0	5	26	9	0	0.0	0.0	0.0	0.0	53611276.0	3082660.8	0.0	0.0	20107064.0	0.0	35133092.0	35114388.0	193043824.0	30005198.0	0.0	0.0	0.0	0.0	0.0	19043328.0	5022779.0	0.0	0.0	10736459.0	0.0	13554975.0	10155165.0	25906212.0	10895800.0	0.0	
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein P	1.0	0.999	4	10	10	10	0.010498687664041995	0.026246719160104987	0.026246719160104987	0.026246719160104987	1	2	0	1	0	0	0	6	0	0	0	0	0	0	0	1	2	0	1	0	0	0	6	0	0	0	0	0	0	0	1	2	0	1	0	0	0	6	0	0	0	0	0	0	0	0.0	0.0	0.0	36096280.0	0.0	0.0	0.0	39939192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21000120.0	0.0	0.0	0.0	19743066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49913|CAMP_HUMAN	P49913	CAMP_HUMAN	CAMP	170	Homo sapiens	1:Experimental evidence at protein level	Cathelicidin antimicrobial peptide	1.0	0.999	7	47	47	47	0.041176470588235294	0.27647058823529413	0.27647058823529413	0.27647058823529413	1	0	0	1	1	1	1	0	3	2	3	1	3	7	23	1	0	0	1	1	1	1	0	3	2	3	1	3	7	23	1	0	0	1	1	1	1	0	3	2	3	1	3	7	23	20905666.0	0.0	22894628.0	31017774.0	8026149.5	22140870.0	33991492.0	0.0	95283584.0	24958014.0	85046640.0	9149768.0	22351216.0	137967680.0	491595168.0	16677346.0	0.0	22894628.0	31017774.0	8026149.5	22140870.0	33991492.0	0.0	59466184.0	24958014.0	54579148.0	9149768.0	15232498.0	85141352.0	195285600.0	
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	Homo sapiens	1:Experimental evidence at protein level	GMP synthase [glutamine-hydrolyzing]	1.0	0.999	18	68	68	68	0.025974025974025976	0.09812409812409813	0.09812409812409813	0.09812409812409813	0	0	0	0	5	1	0	0	3	0	11	6	33	9	0	0	0	0	0	5	1	0	0	3	0	11	6	33	9	0	0	0	0	0	5	1	0	0	3	0	11	6	33	9	0	0.0	0.0	0.0	4157069.0	59328144.0	19974302.0	0.0	0.0	9817838.0	0.0	69154696.0	20849650.0	185865280.0	34627180.0	0.0	0.0	0.0	0.0	15396941.0	16618526.0	7157614.0	0.0	0.0	4205588.5	0.0	12802772.0	9571164.0	23554688.0	12455900.0	0.0	
sp|P49916|DNLI3_HUMAN	P49916	DNLI3_HUMAN	LIG3	1009	Homo sapiens	1:Experimental evidence at protein level	DNA ligase 3	1.0	0.999	6	10	10	10	0.005946481665014866	0.009910802775024777	0.009910802775024777	0.009910802775024777	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0.0	0.0	0.0	0.0	2754730.8	0.0	0.0	0.0	0.0	0.0	0.0	5656308.0	25037030.0	7502912.5	0.0	0.0	0.0	0.0	0.0	2095334.1	0.0	0.0	0.0	0.0	0.0	0.0	2733283.8	10134499.0	7615167.5	0.0	
sp|P49959|MRE11_HUMAN	P49959	MRE11_HUMAN	MRE11	708	Homo sapiens	1:Experimental evidence at protein level	Double-strand break repair protein MRE11	1.0	0.999	5	13	13	13	0.007062146892655367	0.018361581920903956	0.018361581920903956	0.018361581920903956	0	0	0	0	2	0	0	0	2	0	0	0	8	1	0	0	0	0	0	2	0	0	0	2	0	0	0	8	1	0	0	0	0	0	2	0	0	0	2	0	0	0	8	1	0	0.0	0.0	0.0	0.0	41539616.0	0.0	0.0	0.0	5310287.0	0.0	0.0	18309128.0	60613040.0	0.0	0.0	0.0	0.0	0.0	0.0	11997929.0	0.0	0.0	0.0	17157236.0	0.0	0.0	12996610.0	19181444.0	0.0	0.0	
sp|P50135|HNMT_HUMAN	P50135	HNMT_HUMAN	HNMT	292	Homo sapiens	1:Experimental evidence at protein level	Histamine N-methyltransferase	1.0	0.999	3	45	45	45	0.010273972602739725	0.1541095890410959	0.1541095890410959	0.1541095890410959	3	0	4	3	3	6	2	3	2	7	3	3	0	6	0	3	0	4	3	3	6	2	3	2	7	3	3	0	6	0	3	0	4	3	3	6	2	3	2	7	3	3	0	6	0	16699130.0	0.0	19952184.0	16934476.0	27258644.0	39328512.0	11046259.0	4826531.0	34557908.0	77891952.0	32767656.0	30607838.0	9683550.0	52932076.0	0.0	18287372.0	0.0	21849820.0	18545100.0	14397244.0	20681908.0	12096860.0	5285578.5	15669885.0	25716450.0	18270510.0	16147739.0	5373972.0	28081218.0	0.0	
sp|P50148|GNAQ_HUMAN	P50148	GNAQ_HUMAN	GNAQ	359	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(q) subunit alpha	1.0	0.999	4	12	7	12	0.011142061281337047	0.033426183844011144	0.019498607242339833	0.033426183844011144	0	0	0	2	2	2	0	0	0	0	0	1	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	0	0	0	2	2	2	0	0	0	0	0	1	5	0	0	0.0	0.0	0.0	18559842.0	36444664.0	13322814.0	0.0	0.0	0.0	0.0	0.0	11645324.0	14497810.0	0.0	0.0	0.0	0.0	0.0	16841476.0	26317766.0	12089319.0	0.0	0.0	0.0	0.0	0.0	10567140.0	31538166.0	0.0	0.0	
sp|P50213|IDH3A_HUMAN	P50213	IDH3A_HUMAN	IDH3A	366	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	1.0	0.999	10	75	75	75	0.0273224043715847	0.20491803278688525	0.20491803278688525	0.20491803278688525	0	0	1	9	7	10	7	0	0	0	1	19	10	11	0	0	0	1	9	7	10	7	0	0	0	1	19	10	11	0	0	0	1	9	7	10	7	0	0	0	1	19	10	11	0	0.0	0.0	13667617.0	133906160.0	140790208.0	238472800.0	130091656.0	0.0	0.0	0.0	8304483.5	359285024.0	137676576.0	133744488.0	0.0	0.0	0.0	15102644.0	27432500.0	28190310.0	36065392.0	30503144.0	0.0	0.0	0.0	5642741.5	55085128.0	20213626.0	22922254.0	0.0	
