U965_HCC1806	U965_MCF10A	U965_MCF7	U965_MDA231	U965_T47D	con_HCC1806	con_MCF10A	con_MCF7	con_MDA231	con_T47D	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	Normal_vs_Basal_logFC	Normal_vs_Basal_AveExpr	Normal_vs_Basal_t	Normal_vs_Basal_P.Value	Normal_vs_Basal_adj.P.Val	Normal_vs_Basal_B	Normal_vs_Basal_-log(P.Value)	Normal_vs_Basal_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	Normal_vs_Basal_Valid	Normal_vs_Basal_Significant
18.5394229888916	21.620580673217773	17.957189559936523	17.639631271362305	16.79398536682129	19.001117706298828	22.549819946289062	18.210676193237305	18.82775115966797	20.356334686279297	Homo sapiens	1:Experimental evidence at protein level	971	7	-3.53143719648307	19.1449479401407	-4.17982178975702	0.00128800947208069	0.0192352183797544	-0.729603510185222	2.89008094314294	1.71590287873154	sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	Exportin-2		+	+
20.309154510498047	21.393835067749023	20.390287399291992	19.02379035949707	19.6214599609375	19.436565399169922	21.539745330810547	19.7879695892334	18.679670333862305	17.800642013549805	Homo sapiens	1:Experimental evidence at protein level	806	3	-2.06061332213226	19.7942813042349	-2.7374825138996	0.0180731813131604	0.0895992704308926	-3.18968828801646	1.7429653944704	1.04769552660046	sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase		+	
21.42927360534668	19.98566246032715	20.583175659179688	18.412546157836914	18.115169525146484	21.706907272338867	19.325368881225586	20.89753532409668	21.891244888305664	21.491430282592773	Homo sapiens	1:Experimental evidence at protein level	439	4	1.22050555076869	20.3801338505668	1.13884201226812	0.277082849698344	0.508858909108176	-5.53288352986179	0.557390354448286	0.293402617446768	sp|P55081|MFAP1_HUMAN	P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1		+	
23.161409378051758	21.30797004699707	23.076637268066406	22.208274841308594	21.734590530395508	24.07064437866211	23.45220375061035	23.334484100341797	23.177165985107422	22.679033279418945	Homo sapiens	1:Experimental evidence at protein level	474	0	0.814668705126259	22.816556755735	1.19598078565138	0.254894239796839	0.484477303334131	-5.47108374103862	0.593639978782257	0.314726563850844	sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial		+	
17.98769187927246	20.55396270751953	16.85626220703125	19.30620574951172	19.445003509521484	18.600418090820312	19.100357055664062	18.74631690979004	19.447742462158203	21.153583526611328	Homo sapiens	1:Experimental evidence at protein level	391	5	-0.95956860782983	19.1255200204182	-0.914579404242107	0.378495687548314	0.611623828035861	-5.75132597676875	0.421939064339972	0.21351560340539	sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1		+	
23.03983497619629	21.939167022705078	23.208438873291016	22.275737762451172	23.252410888671875	21.661087036132812	20.321285247802734	22.30729866027832	22.245494842529297	22.31424331665039	Homo sapiens	1:Experimental evidence at protein level	1226	0	1.19840324412576	22.2611458428282	1.75678431354571	0.1045195685624	0.267163137591103	-4.75373803287896	0.980802391628943	0.573223464778718	sp|P55265|DSRAD_HUMAN	P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase		+	
21.408918380737305	20.174856185913086	19.296567916870117	20.787046432495117	20.234216690063477	20.95635986328125	19.19691276550293	19.869915008544922	20.61698341369629	18.61897850036621	Homo sapiens	1:Experimental evidence at protein level	128	2	1.27982042753852	20.1147319972697	1.87239191169751	0.0858156088702243	0.234415384620111	-4.58516786778508	1.06643371180546	0.630013889085838	sp|P55769|NH2L1_HUMAN	P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1		+	
19.574338912963867	20.886201858520508	20.681468963623047	17.76863670349121	21.0742130279541	17.230083465576172	19.134613037109375	19.153301239013672	18.789274215698242	21.1830997467041	Homo sapiens	1:Experimental evidence at protein level	919	4	-1.64078420652393	19.5543807584201	-1.84175257362431	0.090451902525391	0.242453916236699	-4.63040857263459	1.04358229394967	0.615370796550511	sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase		+	
22.190828323364258	20.757280349731445	21.59400749206543	21.194795608520508	21.384754180908203	21.592634201049805	18.98912239074707	21.625022888183594	21.910675048828125	20.884172439575195	Homo sapiens	1:Experimental evidence at protein level	449	1	1.86519599052381	21.2141906791962	2.89306293457655	0.0135491162000225	0.0745475664608528	-2.92412457849403	1.86808903261035	1.12756652913752	sp|P55795|HNRH2_HUMAN	P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2		+	
19.340578079223633	22.682842254638672	17.231239318847656	21.813919067382812	20.40204620361328	20.745561599731445	22.237346649169922	20.50537872314453	21.039159774780273	20.860694885253906	Homo sapiens	1:Experimental evidence at protein level	814	2	-1.67896310059824	20.6866043036378	-1.55874020358211	0.145133289825633	0.334101181907053	-5.02775693689214	0.838232960206299	0.476121988011065	sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B		+	
20.52117919921875	20.41056251525879	21.76946258544922	20.211570739746094	20.597522735595703	21.20392608642578	20.76384162902832	21.458465576171875	20.742874145507812	21.79948616027832	Homo sapiens	1:Experimental evidence at protein level	94	0	0.116837931709949	20.9495751671052	0.198520300583709	0.845975026605494	0.932425029324304	-6.14959052343569	0.0726424572535439	0.0303860771167812	sp|P56134|ATPK_HUMAN	P56134	ATPK_HUMAN	ATP5MF	ATP synthase F(0) complex subunit f, mitochondrial		+	
23.51390838623047	22.627124786376953	22.153217315673828	21.106815338134766	21.702686309814453	21.736373901367188	18.707592010498047	22.047563552856445	21.1193790435791	19.765174865722656	Homo sapiens	1:Experimental evidence at protein level	461	1	1.21257706405945	21.4490690134986	1.10059588395005	0.292746847843066	0.520736866778438	-5.57290413141967	0.533507772504046	0.283381674347241	sp|P56182|RRP1_HUMAN	P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A		+	
21.610946655273438	20.25967788696289	18.628084182739258	19.866365432739258	18.95950698852539	21.599233627319336	20.913433074951172	20.647531509399414	21.372365951538086	20.960525512695312	Homo sapiens	1:Experimental evidence at protein level	900	0	0.556128051645189	20.4778511194259	0.679642255670284	0.509681310920377	0.714823969735937	-5.93514666967158	0.292701290902091	0.145800893002552	sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic		+	
23.10482406616211	18.80327033996582	21.83336639404297	19.697465896606445	20.91574478149414	20.91661834716797	19.481170654296875	21.771486282348633	20.755388259887695	18.684146881103516	Homo sapiens	1:Experimental evidence at protein level	477	3	1.99779575746654	20.5927016197716	2.03729091688807	0.0643923902501971	0.193604553871721	-4.33532677828382	1.19116545356599	0.713084431644877	sp|P56270|MAZ_HUMAN	P56270	MAZ_HUMAN	MAZ	Myc-associated zinc finger protein		+	
20.967788696289062	20.768054962158203	21.26249122619629	17.53948211669922	21.062524795532227	21.24273681640625	21.823789596557617	21.903730392456055	20.91918182373047	21.87737464904785	Homo sapiens	1:Experimental evidence at protein level	51	1	-1.09380174421965	20.9352413206944	-1.21016082143144	0.249609185671026	0.479113354097844	-5.45538215049453	0.602739436566396	0.319561724090344	sp|P56381|ATP5E_HUMAN	P56381	ATP5E_HUMAN	ATP5F1E	ATP synthase F(1) complex subunit epsilon, mitochondrial	sp|Q5VTU8|AT5EL_HUMAN	+	
21.735916137695312	21.491132736206055	19.323795318603516	19.294038772583008	20.52564239501953	18.42508316040039	20.802711486816406	18.38938331604004	18.326499938964844	18.827821731567383	Homo sapiens	1:Experimental evidence at protein level	245	5	-1.66335743258082	19.7140376183198	-1.68718157247231	0.117471807178476	0.286614337442637	-4.85228705403319	0.930066350038685	0.542702088479919	sp|P56537|IF6_HUMAN	P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6		+	
20.48460578918457	20.54612159729004	21.378623962402344	20.62410545349121	20.025238037109375	21.00450897216797	18.822608947753906	21.250343322753906	21.079753875732422	21.68218231201172	Homo sapiens	1:Experimental evidence at protein level	445	1	1.13445766854743	20.6933458687144	1.57109809005095	0.14224544346429	0.331012941212278	-5.01125430549186	0.846961636426808	0.480155026806713	sp|P56545|CTBP2_HUMAN	P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2		+	
18.673675537109375	17.54392433166504	19.664709091186523	17.46919059753418	19.052005767822266	19.576396942138672	21.1170711517334	20.868343353271484	19.53623390197754	20.59686279296875	Homo sapiens	1:Experimental evidence at protein level	128	3	-0.472421174148593	19.407925779142	-0.516277545691275	0.61507911520701	0.790068542123182	-6.03334583781327	0.211069019040854	0.102335230007527	sp|P56556|NDUA6_HUMAN	P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		+	
21.88848304748535	18.7474308013916	21.451528549194336	23.027252197265625	18.077281951904297	22.86075782775879	18.937114715576172	22.187992095947266	23.923131942749023	22.01592254638672	Homo sapiens	1:Experimental evidence at protein level	247	2	4.09833756821454	21.3090531016871	4.01705531404359	0.00172211587110424	0.0227218977556375	-1.00088589112131	2.76393763076378	1.64355539873646	sp|P57088|TMM33_HUMAN	P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33		+	+
19.911867141723633	19.09998321533203	18.56896209716797	17.700895309448242	17.71281623840332	20.35693359375	18.90566062927246	20.9554500579834	17.859228134155273	21.445093154907227	Homo sapiens	1:Experimental evidence at protein level	213	5	-0.0172739092228156	19.2533446914879	-0.0158274742706409	0.987633190465225	0.997171995425141	-6.16986422593874	0.00540432356625971	0.00122992672172347	sp|P57735|RAB25_HUMAN	P57735	RAB25_HUMAN	RAB25	Ras-related protein Rab-25		+	
18.51174545288086	18.178319931030273	19.594318389892578	20.152128219604492	17.298629760742188	21.399248123168945	19.701427459716797	22.616796493530273	20.34937286376953	18.978294372558594	Homo sapiens	1:Experimental evidence at protein level	925	5	1.19785163767884	19.6736095896661	1.00100255339977	0.336662817673861	0.571191971559022	-5.67186228041932	0.472804846103036	0.243217905454779	sp|P57740|NU107_HUMAN	P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107		+	
21.576780319213867	21.441064834594727	21.190771102905273	17.242067337036133	19.29215431213379	21.8803768157959	20.80024528503418	21.14876365661621	19.7404842376709	21.274324417114258	Homo sapiens	1:Experimental evidence at protein level	5088	2	-0.98319785049021	20.5558714758073	-0.880956064391664	0.395712975498704	0.626776146506688	-5.78057230496574	0.402619708907345	0.202887540023556	sp|P58107|EPIPL_HUMAN	P58107	EPIPL_HUMAN	EPPK1	Epiplakin		+	
18.038448333740234	21.040481567382812	16.787649154663086	17.608150482177734	18.400012969970703	18.675748825073242	21.14013671875	19.193384170532227	18.275646209716797	19.2969913482666	Homo sapiens	1:Experimental evidence at protein level	168	8	-2.89527901949838	18.8443850972804	-4.19329704397545	0.00125757385525087	0.0191094842059056	-0.707283567630145	2.90046650012012	1.71875103505656	sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4		+	+
18.604829788208008	20.8406982421875	18.156375885009766	17.036420822143555	18.888355255126953	17.831037521362305	21.400463104248047	17.58602523803711	19.143043518066406	19.067838668823242	Homo sapiens	1:Experimental evidence at protein level	249	8	-2.9227816977117	18.8528650935618	-4.55609403600966	0.000666013494831584	0.0141927648617606	-0.115224008737306	3.17651697102262	1.84793299233399	sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase		+	+
20.818431854248047	21.780311584472656	19.77641487121582	20.747196197509766	18.963340759277344	20.27549171447754	22.07225227355957	18.205127716064453	20.792051315307617	19.395999908447266	Homo sapiens	1:Experimental evidence at protein level	445	2	-1.22539128623882	20.2779190142654	-1.90055532666401	0.0817460817081561	0.22805549897328	-4.54324067399797	1.08753305497726	0.641959451399544	sp|P60228|EIF3E_HUMAN	P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E		+	
22.708818435668945	21.532564163208008	22.15788459777832	21.98505210876465	21.816144943237305	22.462947845458984	21.818395614624023	21.84874153137207	22.746782302856445	22.122835159301758	Homo sapiens	1:Experimental evidence at protein level	96	0	0.83245938827401	22.1194693763447	1.67772003182381	0.119338283135949	0.289092204602058	-4.86550219690741	0.923220214438518	0.538963618962185	sp|P60468|SC61B_HUMAN	P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta		+	
23.670673370361328	22.955142974853516	22.335721969604492	21.72038459777832	22.345401763916016	23.952373504638672	23.787630081176758	21.629016876220703	21.507217407226562	23.224672317504883	Homo sapiens	1:Experimental evidence at protein level	151	0	-0.615529318778002	22.7120805033994	-0.766501848477107	0.458251583982155	0.675211883465142	-5.87285951798714	0.338896025190578	0.170559922902067	sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6		+	
28.470430374145508	26.648265838623047	27.999725341796875	26.781719207763672	26.868703842163086	29.173494338989258	27.508058547973633	27.978349685668945	28.000186920166016	28.47331428527832	Homo sapiens	1:Experimental evidence at protein level	375	0	1.06894861180481	27.7891834168523	1.10158711351244	0.292332559554451	0.520736866778438	-5.57188078518209	0.534122810891855	0.283381674347241	sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	Actin, cytoplasmic 1		+	
21.872922897338867	22.12410545349121	21.4521427154541	22.53595733642578	20.809497833251953	21.25724220275879	22.393014907836914	21.040016174316406	21.513771057128906	21.05805015563965	Homo sapiens	1:Experimental evidence at protein level	406	0	-0.421099983192079	21.6044958701528	-0.722826570580368	0.483692752849514	0.697071528231697	-5.90503258692526	0.315430419580832	0.156722655585666	sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I		+	
24.125484466552734	25.121896743774414	25.457199096679688	25.19217300415039	25.677494049072266	24.79850196838379	24.55634117126465	24.850296020507812	24.78666877746582	24.762784957885742	Homo sapiens	1:Experimental evidence at protein level	119	0	-0.0721281218774692	24.9363729469323	-0.109436971085328	0.914672024246923	0.95765738131862	-6.16378624619908	0.0387346038503339	0.0187898395821901	sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	Small ribosomal subunit protein uS10		+	
19.165542602539062	21.067108154296875	17.962360382080078	18.51544189453125	18.854753494262695	18.856224060058594	20.244430541992188	17.977733612060547	18.28948211669922	18.361173629760742	Homo sapiens	1:Experimental evidence at protein level	246	7	-1.91072680527225	18.9283900109028	-3.47089783686855	0.00464988758966708	0.0392496722630905	-1.9294404793186	2.3325575459869	1.40616396528626	sp|P60900|PSA6_HUMAN	P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6		+	+
18.27553939819336	21.60836410522461	17.583959579467773	16.62553596496582	21.6452693939209	20.763538360595703	21.616416931152344	18.612384796142578	18.033527374267578	20.776792526245117	Homo sapiens	1:Experimental evidence at protein level	97	5	-3.14351159838416	19.5576165066457	-2.50036011987105	0.0279681118526022	0.119149416951995	-3.58895099870685	1.55333685217245	0.923908078497138	sp|P60903|S10AA_HUMAN	P60903	S10AA_HUMAN	S100A10	Protein S100-A10		+	
22.057043075561523	20.973779678344727	21.901395797729492	21.649375915527344	21.16541290283203	22.015567779541016	21.303054809570312	22.311290740966797	22.514413833618164	22.024822235107422	Homo sapiens	1:Experimental evidence at protein level	191	0	0.951694619574329	21.7912602832887	1.81603845144888	0.0945171168775297	0.249900314857126	-4.66806870755997	1.02448953442939	0.602233196692172	sp|P60953|CDC42_HUMAN	P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog		+	
20.907142639160156	21.459341049194336	20.6861629486084	19.191381454467773	21.805198669433594	19.11620330810547	21.613876342773438	20.191730499267578	20.58953094482422	22.03037452697754	Homo sapiens	1:Experimental evidence at protein level	165	0	-1.54695002618658	20.762039891873	-1.96261060962473	0.0733958543577911	0.211772751745729	-4.44974837041041	1.1343284697894	0.6741299201858	sp|P60981|DEST_HUMAN	P60981	DEST_HUMAN	DSTN	Destrin		+	
21.233253479003906	20.40029525756836	22.51946449279785	22.169769287109375	20.56755828857422	21.689125061035156	20.3933162689209	23.228382110595703	23.344541549682617	21.790494918823242	Homo sapiens	1:Experimental evidence at protein level	207	0	1.73854072649403	21.7333639916771	2.3024138556195	0.0401044748256118	0.145727222695204	-3.91467240262245	1.39680716644103	0.836459311909011	sp|P61006|RAB8A_HUMAN	P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A		+	
19.670215606689453	18.478435516357422	22.429630279541016	17.13239860534668	17.08110237121582	20.189651489257812	20.93671226501465	20.788005828857422	21.039093017578125	18.367313385009766	Homo sapiens	1:Experimental evidence at protein level	180	4	-0.165340138158236	19.6008048506776	-0.12272920596809	0.904361253448834	0.950947899571143	-6.16218768967558	0.0436580528877533	0.0218432764890708	sp|P61009|SPCS3_HUMAN	P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3		+	
18.652198791503906	21.212974548339844	19.84180450439453	17.669340133666992	18.372703552246094	18.709348678588867	20.31699562072754	18.336467742919922	20.211923599243164	18.235380172729492	Homo sapiens	1:Experimental evidence at protein level	504	6	-1.9210825307141	19.1516979733006	-2.71268723807441	0.0189207282825928	0.0918331062001556	-3.23179205109379	1.72306215107249	1.03700072568221	sp|P61011|SRP54_HUMAN	P61011	SRP54_HUMAN	SRP54	Signal recognition particle subunit SRP54		+	
19.69878578186035	20.826316833496094	20.762788772583008	20.72757911682129	19.991653442382812	21.15332794189453	19.797937393188477	22.334186553955078	20.919252395629883	21.91029167175293	Homo sapiens	1:Experimental evidence at protein level	212	0	0.341668516640102	20.8154641911191	0.431949438982457	0.673468629717897	0.823061032182214	-6.0740108203166	0.171682628979913	0.0845679594934576	sp|P61019|RAB2A_HUMAN	P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A		+	
20.21224021911621	18.484718322753906	20.277925491333008	18.473482131958008	20.562511444091797	20.92962646484375	19.058393478393555	20.765724182128906	20.09473419189453	18.766510009765625	Homo sapiens	1:Experimental evidence at protein level	215	3	1.18035808609996	19.7614170172468	1.55806107901181	0.14529344996841	0.334101181907053	-5.02866140338963	0.837753963862304	0.476121988011065	sp|P61020|RAB5B_HUMAN	P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B		+	
23.975414276123047	20.588443756103516	23.91164207458496	23.424339294433594	22.156898498535156	24.4381103515625	20.831340789794922	24.89231300354004	25.128032684326172	23.74200439453125	Homo sapiens	1:Experimental evidence at protein level	200	0	3.54960209969684	23.3085684868853	5.13036137704732	0.00025219638658394	0.00979242541050214	0.782672768166845	3.59826114019711	2.00910972781489	sp|P61026|RAB10_HUMAN	P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10		+	+
19.41813850402832	18.853313446044922	19.95391082763672	19.91792869567871	19.177104949951172	20.938613891601562	21.047765731811523	21.478225708007812	20.959440231323242	21.865081787109375	Homo sapiens	1:Experimental evidence at protein level	215	1	0.397620666777119	20.3605580446783	0.440340826147984	0.667549084741388	0.819511478015851	-6.070276746466	0.175516795208952	0.0864449593551804	sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14		+	
18.921249389648438	21.172706604003906	18.120342254638672	18.0570011138916	18.771455764770508	19.483139038085938	20.645145416259766	18.147079467773438	18.480348587036133	19.521991729736328	Homo sapiens	1:Experimental evidence at protein level	418	8	-2.13395476326251	19.1315059614289	-3.33218967540212	0.00600505648193522	0.0455914623405026	-2.16816659728951	2.22148290338557	1.34111647763296	sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3		+	+
18.31613540649414	20.858675003051758	18.699792861938477	17.40494728088379	18.184799194335938	18.66622543334961	20.91391944885254	18.185760498046875	19.008981704711914	19.2950439453125	Homo sapiens	1:Experimental evidence at protein level	394	7	-2.49591368057657	18.9510585480834	-4.48854715162196	0.000748757587014207	0.0149818067591503	-0.224097991214319	3.12565876395928	1.82443580891872	sp|P61160|ARP2_HUMAN	P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2		+	+
21.693805694580078	20.098939895629883	21.749515533447266	20.397130966186523	20.636070251464844	20.58498191833496	19.72807502746582	21.10202980041504	20.693315505981445	20.46337890625	Homo sapiens	1:Experimental evidence at protein level	79	0	0.95487052211142	20.7153296412172	1.54809783970228	0.147660720723935	0.336696173597027	-5.04190126527587	0.830735016140669	0.472761819148411	sp|P61165|TM258_HUMAN	P61165	TM258_HUMAN	TMEM258	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TMEM258		+	
18.972623825073242	21.038837432861328	22.107158660888672	21.00245475769043	22.661222457885742	22.746248245239258	21.8441219329834	22.707624435424805	22.61399269104004	23.417888641357422	Homo sapiens	1:Experimental evidence at protein level	181	1	-0.0688413326862616	21.91588798409	-0.0724598945722051	0.943434481238584	0.975555629445383	-6.16727182251009	0.0252882549315457	0.0107479606392032	sp|P61204|ARF3_HUMAN	P61204	ARF3_HUMAN	ARF3	ADP-ribosylation factor 3	sp|P84077|ARF1_HUMAN	+	
20.987695693969727	23.305875778198242	21.65757179260254	21.780723571777344	21.31014060974121	21.177059173583984	22.520326614379883	21.82440948486328	21.958881378173828	21.953842163085938	Homo sapiens	1:Experimental evidence at protein level	599	0	-1.39588319193475	21.848293215539	-2.37484423924157	0.0351688659101326	0.135779797647359	-3.79646339456658	1.4538416361446	0.86716484289024	sp|P61221|ABCE1_HUMAN	P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1		+	
20.845169067382812	20.871673583984375	21.33601951599121	21.40695571899414	20.41765022277832	20.710773468017578	20.7708797454834	21.88446807861328	22.160375595092773	21.429214477539062	Homo sapiens	1:Experimental evidence at protein level	184	0	0.491314309958714	21.1835380190877	0.783141992604629	0.448785228429892	0.668523984490316	-5.86015349784479	0.347961446130155	0.174883007033349	sp|P61224|RAP1B_HUMAN	P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b		+	
17.88764190673828	17.733243942260742	19.60434913635254	19.542943954467773	16.306684494018555	20.908903121948242	18.52396583557129	21.984725952148438	18.945480346679688	21.14210319519043	Homo sapiens	1:Experimental evidence at protein level	183	5	1.22409154906021	19.2588691343386	0.941459417756879	0.365111107461542	0.600709437094717	-5.72726604543063	0.437574954681392	0.22133554526928	sp|P61225|RAP2B_HUMAN	P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b		+	
26.363975524902344	26.351247787475586	26.84627914428711	26.82408905029297	27.26703643798828	24.972782135009766	24.767784118652344	25.468975067138672	25.830747604370117	24.96649169921875	Homo sapiens	1:Experimental evidence at protein level	264	0	0.474872258443511	25.9700173437571	0.502747885454643	0.624277576742148	0.793632578851805	-6.04033743424592	0.204622264094889	0.100380512571172	sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	Small ribosomal subunit protein eS1		+	
25.270952224731445	25.98543930053711	26.426090240478516	26.568998336791992	27.011606216430664	22.67203712463379	23.800582885742188	23.035938262939453	23.50167465209961	23.524633407592773	Homo sapiens	1:Experimental evidence at protein level	145	0	-0.348963523792133	24.7870547178722	-0.249199882587901	0.807437499526529	0.909119769558039	-6.13787495491946	0.0928910846764336	0.0413788980412886	sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	Large ribosomal subunit protein uL24		+	
24.97295379638672	26.38823127746582	25.23496437072754	25.20301628112793	25.544612884521484	23.077653884887695	25.08914566040039	23.346696853637695	24.14299964904785	24.102195739746094	Homo sapiens	1:Experimental evidence at protein level	204	0	-1.34445648356657	24.7130577435458	-1.49852295949964	0.15993944594871	0.354580272502931	-5.10695076681652	0.796044412769392	0.450285430555313	sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	Large ribosomal subunit protein eL15		+	
19.925683975219727	18.85463523864746	18.397825241088867	18.565492630004883	18.709552764892578	17.717241287231445	19.7618350982666	18.387849807739258	18.586904525756836	18.212444305419922	Homo sapiens	1:Experimental evidence at protein level	146	5	-0.572520919228236	18.7100704451246	-1.02327145877735	0.326446853876738	0.558742159217239	-5.65040881047631	0.486187512541386	0.252788558235988	sp|P61326|MGN_HUMAN	P61326	MGN_HUMAN	MAGOH	Protein mago nashi homolog		+	
24.294925689697266	24.70219612121582	23.82058334350586	24.75716781616211	24.23004150390625	22.571657180786133	23.3654727935791	22.168869018554688	22.949182510375977	22.414207458496094	Homo sapiens	1:Experimental evidence at protein level	136	0	-0.350955053301124	23.5297164369381	-0.392062987241688	0.701913434897975	0.839973233785472	-6.09080652229285	0.153716444941803	0.0757345527529735	sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	Large ribosomal subunit protein eL27		+	
24.4313907623291	25.259410858154297	25.157651901245117	25.284812927246094	25.52162742614746	24.71949577331543	25.180898666381836	25.082868576049805	25.46172332763672	24.811553955078125	Homo sapiens	1:Experimental evidence at protein level	92	0	-0.202541931665255	25.0927585181599	-0.324142127754003	0.751433121789482	0.875812703698032	-6.11575281973494	0.124109665949006	0.0575887596395066	sp|P61513|RL37A_HUMAN	P61513	RL37A_HUMAN	RPL37A	Large ribosomal subunit protein eL43		+	
22.388851165771484	21.213714599609375	22.256322860717773	22.30384635925293	21.724807739257812	22.965105056762695	21.807369232177734	22.82044792175293	23.37481689453125	22.905170440673828	Homo sapiens	1:Experimental evidence at protein level	193	0	1.27902843369461	22.3759708528258	2.2790444424637	0.0418337398681007	0.148439288055852	-3.95254373231899	1.37847330846559	0.828451137280385	sp|P61586|RHOA_HUMAN	P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA		+	
21.804468154907227	20.56258773803711	21.021024703979492	20.454975128173828	17.28065299987793	21.021024703979492	24.80375099182129	20.483888626098633	21.197193145751953	18.334735870361328	Homo sapiens	1:Experimental evidence at protein level	102	2	-1.5049080327917	20.6815745222055	-1.33177209886336	0.207777596511168	0.429133364222914	-5.3150009119736	0.682401281784165	0.367407718665627	sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial		+	
21.548707962036133	21.067779541015625	21.82850456237793	21.80453872680664	21.735017776489258	23.666179656982422	21.47315788269043	22.914844512939453	23.06542205810547	22.33645248413086	Homo sapiens	1:Experimental evidence at protein level	476	0	1.28095812618634	22.1439324355157	1.90919553305017	0.0805334349329961	0.22612590511145	-4.53031367743498	1.09402377687142	0.645649681783334	sp|P61619|S61A1_HUMAN	P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1		+	
24.62184715270996	24.671823501586914	24.49536895751953	24.631996154785156	24.891361236572266	21.599624633789062	24.325294494628906	21.84979248046875	22.101465225219727	21.51014518737793	Homo sapiens	1:Experimental evidence at protein level	97	0	-1.21108090179189	23.4713407754309	-1.02742492998075	0.324566835519319	0.556224879534369	-5.64636394657268	0.488695858775937	0.254749589361046	sp|P61927|RL37_HUMAN	P61927	RL37_HUMAN	RPL37	Large ribosomal subunit protein eL37		+	
22.899263381958008	21.016237258911133	22.90839195251465	22.293609619140625	22.55783462524414	21.92766571044922	20.92620849609375	22.24826431274414	22.316883087158203	21.946666717529297	Homo sapiens	1:Experimental evidence at protein level	334	0	1.41652317004135	22.1061000504724	2.64022675732901	0.0216280483272549	0.100094578610449	-3.35440755166543	1.66498266867674	0.999589444432047	sp|P61964|WDR5_HUMAN	P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5		+	
