P1_LN	P1_PT	P2_ANT	P2_NCT	P2_PT	P3_ANT	P3_NCT	P3_PT	P4_ANT	P4_NCT	P4_PT	P5_ANT	P5_LN	P5_NCT	P5_PT	P6_ANT	P6_LN	P6_NCT	P6_PT	P7_ANT	P7_LN	P7_NCT	P7_PT	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	ANT_vs_LN_logFC	ANT_vs_LN_AveExpr	ANT_vs_LN_t	ANT_vs_LN_P.Value	ANT_vs_LN_adj.P.Val	ANT_vs_LN_B	ANT_vs_LN_-log(P.Value)	ANT_vs_LN_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	ANT_vs_LN_Valid	ANT_vs_LN_Significant
20.558982849121094	20.096134185791016	19.69484519958496	20.554636001586914	20.295671463012695	19.58709716796875	18.836824417114258	20.09308624267578	20.571653366088867	20.587215423583984	20.68842315673828	20.359434127807617	20.339988708496094	20.313732147216797	19.973176956176758	19.695571899414062	20.4071102142334	20.51276206970215	20.330795288085938	18.850130081176758	20.47039222717285	20.02755355834961	20.419862747192383	Homo sapiens	1:Experimental evidence at protein level	710	4	-0.212272976814713	20.1417081848523	-0.618178018360245	0.54211165614434	0.664558766537141	-6.49094377081489	0.265911254691838	0.177466608619939	sp|P48147|PPCE_HUMAN	P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase		+	
19.91376495361328	18.663366317749023	19.10769271850586	20.94793128967285	19.19652557373047	20.508777618408203	21.25569725036621	18.122032165527344	21.432369232177734	21.205707550048828	17.854084014892578	20.703792572021484	18.057815551757812	21.19035530090332	17.736003875732422	21.04631233215332	17.108701705932617	21.220855712890625	19.515657424926758	18.819913864135742	19.733394622802734	20.23320198059082	19.213001251220703	Homo sapiens	1:Experimental evidence at protein level	572	7	-2.40264773579435	19.710942165637	-4.21944913283473	0.000286985273469485	0.00141709762290343	0.149961880045458	3.54214038833581	2.84860023046681	sp|P48163|MAOX_HUMAN	P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme		+	+
17.563222885131836	17.49744987487793	18.78905487060547	17.886722564697266	18.60840606689453	18.808401107788086	18.13798713684082	17.8677921295166	17.966493606567383	17.421802520751953	18.329940795898438	19.282215118408203	20.453947067260742	18.127492904663086	18.35814666748047	18.205249786376953	20.180889129638672	18.748842239379883	17.88847541809082	18.22934913635254	19.128679275512695	18.919755935668945	19.272319793701172	Homo sapiens	1:Experimental evidence at protein level	406	13	-0.0342104373741172	18.509012092054	-0.0729699812503011	0.942417172257767	0.961868502926651	-6.68245570269481	0.025756808986469	0.0168842963164629	sp|P48426|PI42A_HUMAN	P48426	PI42A_HUMAN	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha		+	
21.53200912475586	21.32384490966797	19.382884979248047	20.30524253845215	21.384904861450195	19.871110916137695	19.120603561401367	20.478702545166016	20.31825828552246	20.370548248291016	20.730098724365234	20.262033462524414	20.808950424194336	20.289403915405273	20.640275955200195	19.6235294342041	21.043991088867188	20.31777572631836	21.026416778564453	18.49609375	21.04339599609375	19.175594329833984	20.841310501098633	Homo sapiens	1:Experimental evidence at protein level	511	3	0.573742505330149	20.3568869601605	1.57111260079767	0.128868279698623	0.230095247230005	-5.4808259662559	0.889853968970531	0.63809235187938	sp|P48444|COPD_HUMAN	P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta		+	
19.824689865112305	19.783714294433594	19.247671127319336	18.28843116760254	18.60547637939453	18.872446060180664	19.15911102294922	17.797475814819336	20.866817474365234	20.20416831970215	18.171627044677734	19.695266723632812	17.276323318481445	19.447338104248047	19.79497528076172	19.507003784179688	18.581287384033203	18.293018341064453	18.349994659423828	18.446678161621094	19.719608306884766	18.59329605102539	18.572620391845703	Homo sapiens	1:Experimental evidence at protein level	732	11	-1.40808467857438	19.0106429265868	-2.78109416219042	0.0102099233965041	0.0293140927561945	-3.24572687752589	1.99097751634603	1.53292354227999	sp|P48449|LSS_HUMAN	P48449	LSS_HUMAN	LSS	Lanosterol synthase		+	+
19.094301223754883	19.578283309936523	18.912445068359375	20.239093780517578	16.485816955566406	19.697711944580078	20.743356704711914	18.746662139892578	20.808576583862305	20.359182357788086	19.907548904418945	20.889589309692383	20.04635238647461	19.933361053466797	19.81325912475586	20.48674964904785	19.816909790039062	20.24745750427246	18.97590446472168	20.384321212768555	19.85207748413086	20.423526763916016	19.585817337036133	Homo sapiens	1:Experimental evidence at protein level	637	2	-1.35569926214759	19.7971826649808	-2.70146196142882	0.0122834192316702	0.0339689618258535	-3.41644320913169	1.91068072547901	1.46891772602349	sp|P48506|GSH1_HUMAN	P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit		+	+
20.87086296081543	20.160791397094727	19.42584991455078	18.134151458740234	20.7543888092041	19.26341438293457	18.640932083129883	20.778213500976562	19.531076431274414	19.797969818115234	21.346277236938477	18.756715774536133	16.081911087036133	18.73635482788086	21.06281280517578	18.101171493530273	17.77140235900879	18.305721282958984	21.356281280517578	18.317333221435547	17.263757705688477	19.30033302307129	20.988758087158203	Homo sapiens	1:Experimental evidence at protein level	350	14	-1.68430889401802	19.3308670401319	-2.94439648166569	0.00694694787642243	0.0212901487158021	-2.88787237556072	2.15820595966416	1.67182130492022	sp|P48556|PSMD8_HUMAN	P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8		+	+
20.929346084594727	20.664098739624023	19.37914276123047	20.43513298034668	20.66779136657715	20.256980895996094	20.38949203491211	20.91897201538086	21.264514923095703	20.938413619995117	20.978979110717773	21.02390480041504	21.49368667602539	21.310976028442383	23.420654296875	20.580184936523438	20.55672264099121	20.713502883911133	19.368574142456055	18.75166130065918	21.077163696289062	20.86862564086914	21.058773040771484	Homo sapiens	1:Experimental evidence at protein level	474	2	-0.0814575021941089	20.7389384845368	-0.157683255675362	0.875987223489224	0.91972957262609	-6.67245252221726	0.0575022280883037	0.0363398491552068	sp|P48637|GSHB_HUMAN	P48637	GSHB_HUMAN	GSS	Glutathione synthetase		+	
21.742971420288086	21.133296966552734	19.928865432739258	20.84071159362793	21.7806339263916	20.967395782470703	25.0664005279541	21.282257080078125	21.23919105529785	21.21095085144043	21.35321617126465	20.99458122253418	21.47222328186035	20.794069290161133	21.32839584350586	20.84474754333496	21.855920791625977	21.049415588378906	21.829626083374023	20.597850799560547	21.609060287475586	20.971546173095703	21.700111389160156	Homo sapiens	1:Experimental evidence at protein level	541	0	-0.00556873176068606	21.3758040957943	-0.00951932605134213	0.992481192680777	0.994499251226285	-6.6851366092208	0.00327771428005892	0.00239553952638824	sp|P48643|TCPE_HUMAN	P48643	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon		+	
20.149520874023438	19.956357955932617	20.07877540588379	18.987998962402344	20.19744300842285	19.94164276123047	18.6883602142334	17.03500747680664	18.66211700439453	18.597383499145508	18.743318557739258	19.03757095336914	16.146448135375977	18.13436508178711	20.217538833618164	16.957666397094727	17.0529842376709	19.31418228149414	17.825637817382812	18.54960060119629	17.73843002319336	18.948274612426758	18.54132652282715	Homo sapiens	1:Experimental evidence at protein level	337	16	-1.87554684174382	18.6823304190405	-2.67964007117232	0.0129172748648784	0.0353646280745116	-3.46276468828675	1.88882909903278	1.45143090497972	sp|P48729|KC1A_HUMAN	P48729	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha		+	+
23.122785568237305	23.199705123901367	21.09536361694336	21.51920509338379	22.447811126708984	21.702669143676758	21.30788230895996	23.178970336914062	22.17772102355957	22.62287139892578	23.44510269165039	21.42551040649414	22.73642349243164	21.850669860839844	22.627056121826172	21.529356002807617	23.683591842651367	22.051069259643555	24.12076187133789	21.052453994750977	23.115999221801758	21.746519088745117	23.049415588378906	Homo sapiens	1:Experimental evidence at protein level	452	0	0.706641280448597	22.372015561966	2.35703085010935	0.0266565865057669	0.0649671900595545	-4.12220282080022	1.57419546469798	1.18730591679659	sp|P48735|IDHP_HUMAN	P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial		+	
19.553709030151367	20.014738082885742	18.848417282104492	18.757461547851562	20.003055572509766	18.503183364868164	18.959259033203125	17.484914779663086	18.905248641967773	18.05634307861328	18.301372528076172	18.48054313659668	20.952560424804688	18.596168518066406	17.779035568237305	18.579200744628906	19.2208309173584	19.229623794555664	19.519392013549805	18.499479293823242	20.71523666381836	18.561012268066406	18.458356857299805	Homo sapiens	1:Experimental evidence at protein level	271	15	0.640335684733291	18.9551380461863	1.30927540263943	0.202479690408068	0.325869627932298	-5.83660488006314	0.693618531886598	0.486956115251585	sp|P48739|PIPNB_HUMAN	P48739	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform		+	
15.995210647583008	17.600494384765625	19.922378540039062	18.1865234375	16.793148040771484	18.681669235229492	19.335205078125	18.352449417114258	19.132978439331055	18.499069213867188	18.482797622680664	18.768705368041992	17.222402572631836	19.093215942382812	17.998477935791016	18.55169677734375	19.08795166015625	18.88735008239746	17.685222625732422	18.683788299560547	19.842561721801758	19.805967330932617	18.04618263244629	Homo sapiens	1:Experimental evidence at protein level	195	16	-1.72031469341789	18.4756432548595	-3.37085224983712	0.00246275548571296	0.00885872922160108	-1.91157768202042	2.60857870487914	2.05262857287917	sp|P49006|MRP_HUMAN	P49006	MRP_HUMAN	MARCKSL1	MARCKS-related protein		+	+
23.155689239501953	22.287839889526367	22.100875854492188	22.6209659576416	22.822566986083984	23.121320724487305	22.91730308532715	22.973039627075195	23.515077590942383	23.416025161743164	24.154251098632812	23.047883987426758	23.226715087890625	22.854555130004883	21.97007179260254	23.006046295166016	22.681974411010742	22.72642707824707	21.376108169555664	22.978097915649414	22.047517776489258	22.869583129882812	22.300161361694336	Homo sapiens	1:Experimental evidence at protein level	494	0	-1.16682006635973	22.7978742758305	-2.99092468645175	0.00621671226831537	0.0195754024636442	-2.7841296892104	2.20643923286904	1.70828930023078	sp|P49189|AL9A1_HUMAN	P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase		+	+
21.67675018310547	21.78264808654785	18.605911254882812	19.290456771850586	21.49343490600586	21.110139846801758	19.70347785949707	22.08107566833496	20.34168815612793	18.95990753173828	21.04920768737793	20.459123611450195	21.56675148010254	20.99193572998047	20.975481033325195	19.0408878326416	21.13883399963379	18.659513473510742	22.742177963256836	19.07762908935547	21.82906150817871	19.2043399810791	21.202199935913086	Homo sapiens	1:Experimental evidence at protein level	510	8	0.892218796287981	20.5500632892364	1.81627752151975	0.0814739300309872	0.162158128914663	-5.10049131480803	1.08898133426496	0.790061275456669	sp|P49257|LMAN1_HUMAN	P49257	LMAN1_HUMAN	LMAN1	Protein ERGIC-53		+	
18.59696388244629	18.517728805541992	19.49750518798828	18.285619735717773	19.51106834411621	17.903165817260742	19.101337432861328	18.08975601196289	17.967214584350586	17.86962127685547	18.06172752380371	18.79759407043457	18.49244499206543	19.399517059326172	16.937240600585938	18.330352783203125	19.52665901184082	17.914539337158203	19.471338272094727	18.773052215576172	19.669567108154297	18.815692901611328	19.554916381835938	Homo sapiens	1:Experimental evidence at protein level	788	16	-0.283209196889285	18.6582948032914	-0.576003193542572	0.569819962241266	0.685899553963107	-6.5163709476434	0.244262340390734	0.163739479560852	sp|P49321|NASP_HUMAN	P49321	NASP_HUMAN	NASP	Nuclear autoantigenic sperm protein		+	
22.53325080871582	25.102720260620117	21.2796630859375	23.43641471862793	22.401182174682617	23.384366989135742	23.38507843017578	23.010400772094727	24.73488998413086	24.702533721923828	23.313983917236328	23.20163345336914	21.134801864624023	22.701656341552734	23.278270721435547	24.072500228881836	21.365583419799805	23.775083541870117	21.95456314086914	23.076112747192383	22.25227165222168	22.91192054748535	21.946435928344727	Homo sapiens	1:Experimental evidence at protein level	2511	0	-2.44181157748746	23.0110756210814	-4.22952448209797	0.000279647255732614	0.00138642019743493	0.175011006525841	3.55338943818458	2.85810512342553	sp|P49327|FAS_HUMAN	P49327	FAS_HUMAN	FASN	Fatty acid synthase		+	+
16.81678009033203	18.041780471801758	19.45118522644043	18.1290340423584	16.40592384338379	18.4678955078125	19.05127716064453	18.309988021850586	19.059062957763672	18.507539749145508	17.726552963256836	18.530670166015625	15.90864372253418	18.864805221557617	17.392681121826172	18.36267852783203	17.186613082885742	19.4290828704834	19.598114013671875	19.548866271972656	17.44652557373047	19.48967742919922	17.512609481811523	Homo sapiens	1:Experimental evidence at protein level	379	13	-2.83169483772638	18.2458273165595	-6.11453758387666	2.26809409932683E-06	2.83684459936107E-05	4.86841104784289	5.64433893127356	4.54716445394276	sp|P49354|FNTA_HUMAN	P49354	FNTA_HUMAN	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha		+	+
23.013572692871094	22.275352478027344	21.322587966918945	21.340272903442383	22.883501052856445	21.30660057067871	21.250707626342773	21.949108123779297	21.576061248779297	22.060239791870117	22.395252227783203	21.695724487304688	22.815834045410156	21.78850746154785	22.340600967407227	21.332170486450195	22.926523208618164	21.737810134887695	22.730480194091797	21.52547836303711	22.771114349365234	21.90803337097168	22.721458435058594	Homo sapiens	1:Experimental evidence at protein level	545	0	0.468774109023464	22.0664479977012	1.98254024851187	0.0586366414821822	0.124231027181511	-4.81883220932712	1.23183091264262	0.905769923878678	sp|P49368|TCPG_HUMAN	P49368	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma		+	
18.535493850708008	19.0650634765625	19.969242095947266	18.41337776184082	16.402114868164062	18.54231834411621	18.891027450561523	17.613204956054688	20.751296997070312	20.619354248046875	19.95882225036621	18.579261779785156	20.828954696655273	20.10394287109375	19.75026512145996	19.05064582824707	20.005142211914062	17.69088363647461	18.647119522094727	19.613618850708008	18.491254806518555	19.007823944091797	18.74201011657715	Homo sapiens	1:Experimental evidence at protein level	418	11	-0.787746118826355	19.1017290888113	-1.3023016332351	0.204815787174139	0.327918193370421	-5.8453234150108	0.68863657104403	0.484234487383121	sp|P49407|ARRB1_HUMAN	P49407	ARRB1_HUMAN	ARRB1	Beta-arrestin-1		+	
23.115427017211914	23.00809669494629	22.007532119750977	22.014751434326172	22.860807418823242	21.877988815307617	21.716157913208008	23.19877815246582	22.522693634033203	22.970619201660156	23.74741554260254	22.23287010192871	23.068967819213867	22.440793991088867	23.444150924682617	22.18526840209961	23.37797737121582	22.6198673248291	23.759544372558594	21.629833221435547	23.776363372802734	22.015411376953125	23.343748092651367	Homo sapiens	1:Experimental evidence at protein level	455	0	0.281410512758654	22.7285633072904	1.16135358674474	0.256588757273674	0.38763623416452	-6.01273320241944	0.590762376647657	0.411575634195545	sp|P49411|EFTU_HUMAN	P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial		+	
21.33298683166504	21.038753509521484	21.802026748657227	21.491695404052734	20.68860626220703	21.264602661132812	20.592483520507812	21.638418197631836	22.14082908630371	22.761167526245117	22.629545211791992	21.535465240478516	21.101350784301758	22.244291305541992	22.152130126953125	21.72174644470215	21.305038452148438	21.70816993713379	22.045944213867188	21.215593338012695	21.38668441772461	22.265758514404297	21.60616111755371	Homo sapiens	1:Experimental evidence at protein level	539	0	-1.25358902534	21.6422767984316	-3.76524326472076	0.000915956567929658	0.00375343382947693	-0.967897186489265	3.03812511886018	2.42557123605078	sp|P49419|AL7A1_HUMAN	P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase		+	+
19.844350814819336	19.587778091430664	19.353992462158203	18.916316986083984	19.151247024536133	19.050901412963867	18.604625701904297	17.75389862060547	18.288896560668945	18.470121383666992	18.308841705322266	19.51837730407715	20.162458419799805	18.728816986083984	19.967979431152344	18.608043670654297	17.811691284179688	18.821378707885742	17.27295684814453	19.00206184387207	19.83740234375	19.077884674072266	20.215150833129883	Homo sapiens	1:Experimental evidence at protein level	367	16	-0.379925475073755	18.9744154931112	-0.736702229131207	0.468237328796415	0.603742063752878	-6.41021414028972	0.329533966453004	0.219148565045376	sp|P49585|PCY1A_HUMAN	P49585	PCY1A_HUMAN	PCYT1A	Choline-phosphate cytidylyltransferase A		+	
20.951004028320312	21.65926170349121	19.049922943115234	19.154024124145508	20.668983459472656	18.99119758605957	21.456783294677734	20.615192413330078	21.858257293701172	21.159303665161133	20.46683120727539	20.490455627441406	20.714773178100586	20.73297691345215	21.041736602783203	18.62270736694336	20.69270896911621	18.8157901763916	21.10409164428711	19.766292572021484	21.147768020629883	18.524723052978516	20.618852615356445	Homo sapiens	1:Experimental evidence at protein level	968	7	0.210153229556717	20.3522301653803	0.391245796111503	0.698967233298461	0.788578417054674	-6.60701413430668	0.155543182954197	0.103155113494508	sp|P49588|SYAC_HUMAN	P49588	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic		+	
19.62689208984375	20.172332763671875	19.590330123901367	19.373695373535156	19.59721565246582	18.845462799072266	19.24692726135254	19.533554077148438	18.506853103637695	18.851593017578125	20.198814392089844	17.896743774414062	20.01152801513672	18.550477981567383	19.645620346069336	18.60491943359375	19.281747817993164	18.987621307373047	19.68451690673828	19.18644142150879	19.846080780029297	18.79003143310547	18.31174087524414	Homo sapiens	1:Experimental evidence at protein level	748	13	0.0926140243897606	19.2296835593919	0.238392252574317	0.813541783442611	0.874211493415871	-6.65610438586409	0.0896201368235501	0.0583834880611011	sp|P49589|SYCC_HUMAN	P49589	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic		+	
20.89221954345703	20.43067169189453	20.11212921142578	18.546741485595703	21.513940811157227	18.097013473510742	18.823917388916016	20.9984073638916	20.380359649658203	20.732027053833008	20.69498062133789	20.37952423095703	21.797739028930664	20.784282684326172	21.551420211791992	19.048002243041992	20.75835418701172	18.385631561279297	21.555747985839844	18.766155242919922	20.660869598388672	19.42815399169922	20.92047119140625	Homo sapiens	1:Experimental evidence at protein level	514	8	0.697178145546545	20.2134234543108	1.53412779569197	0.137697375861775	0.241484935319155	-5.53435078252173	0.861074336138212	0.617109956886923	sp|P49591|SYSC_HUMAN	P49591	SYSC_HUMAN	SARS1	Serine--tRNA ligase, cytoplasmic		+	
18.902130126953125	19.300540924072266	19.365955352783203	18.70723533630371	19.690542221069336	20.547367095947266	19.792335510253906	21.06244468688965	20.380475997924805	20.91222381591797	20.626073837280273	20.479604721069336	20.94618797302246	20.521259307861328	19.923171997070312	18.886676788330078	19.67276954650879	21.262399673461914	18.195722579956055	18.16989517211914	17.288545608520508	21.90506362915039	20.481184005737305	Homo sapiens	1:Experimental evidence at protein level	454	7	-1.26794646934688	19.8764259023106	-1.9518343386038	0.062373739362638	0.131022074841893	-4.87221427123276	1.20499821881757	0.882655527440715	sp|P49593|PPM1F_HUMAN	P49593	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F		+	
20.972013473510742	21.3533935546875	20.520132064819336	21.14792823791504	21.243383407592773	20.874170303344727	20.660093307495117	20.77549934387207	21.189626693725586	21.31435775756836	21.599939346313477	21.000673294067383	21.03770637512207	20.876689910888672	21.268339157104492	20.847047805786133	22.09657096862793	20.92441177368164	21.249515533447266	20.478771209716797	21.067899703979492	20.860883712768555	20.94447135925293	Homo sapiens	1:Experimental evidence at protein level	205	0	-0.431742703003479	21.057452674331	-1.61880153403666	0.118178405819258	0.216177870778509	-5.41028090802657	0.927461872780529	0.665188765011127	sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3		+	
21.408342361450195	21.86284637451172	21.800941467285156	21.494779586791992	21.548965454101562	20.09667205810547	19.052509307861328	20.882892608642578	21.79844856262207	21.415021896362305	21.950246810913086	21.4153995513916	21.42980194091797	21.293060302734375	21.6374454498291	21.25543785095215	22.203699111938477	21.80289077758789	22.11103057861328	20.576541900634766	21.350189208984375	21.647136688232422	21.95376968383789	Homo sapiens	1:Experimental evidence at protein level	201	1	-0.477038603909033	21.389389726724	-1.10669343192377	0.279079095217929	0.411181618019429	-6.07305007687042	0.554272693685217	0.38596630882594	sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2		+	
20.33608055114746	18.936643600463867	19.915748596191406	18.8369140625	19.58985137939453	19.384540557861328	17.923511505126953	19.523548126220703	18.103761672973633	18.08854103088379	19.920879364013672	19.186513900756836	19.85565185546875	18.963193893432617	20.729089736938477	18.018972396850586	20.33673095703125	18.431156158447266	20.767906188964844	18.3892879486084	20.07040786743164	19.581737518310547	19.757753372192383	Homo sapiens	1:Experimental evidence at protein level	904	12	0.481007702826009	19.3246833558708	1.10681140484294	0.279029065658934	0.411181618019429	-6.07292271818732	0.554350555157187	0.38596630882594	sp|P49736|MCM2_HUMAN	P49736	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2		+	
21.350549697875977	22.24174690246582	21.83576202392578	22.38477897644043	20.892623901367188	22.287303924560547	22.323213577270508	21.469982147216797	22.90439796447754	23.1091365814209	22.561038970947266	22.775287628173828	22.274702072143555	22.614578247070312	21.613798141479492	22.563161849975586	22.113079071044922	22.485145568847656	22.264633178710938	22.22595977783203	22.203948974609375	22.056137084960938	22.017118453979492	Homo sapiens	1:Experimental evidence at protein level	655	0	-1.40419570477174	22.2077364193395	-4.81366712360001	6.20428668326417E-05	0.000405500328582571	1.63655523319279	4.2073081428244	3.39200878953781	sp|P49748|ACADV_HUMAN	P49748	ACADV_HUMAN	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial		+	+
18.031871795654297	20.041824340820312	19.115997314453125	21.93324089050293	18.670814514160156	21.473899841308594	21.852020263671875	20.706228256225586	23.19847297668457	22.755340576171875	21.25104522705078	22.265628814697266	20.79773712158203	21.8215389251709	21.229612350463867	22.273622512817383	20.256689071655273	22.00558090209961	20.379989624023438	21.781436920166016	20.8875675201416	21.255084991455078	20.918975830078125	Homo sapiens	1:Experimental evidence at protein level	483	2	-2.59704920432721	21.1004238767614	-4.2764328175619	0.00024786316967085	0.00125665607010077	0.291739779176607	3.60578800085232	2.90078356662222	sp|P49753|ACOT2_HUMAN	P49753	ACOT2_HUMAN	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial		+	+
21.672557830810547	22.639328002929688	19.620275497436523	20.85489845275879	21.62239646911621	21.28781509399414	21.370267868041992	22.084068298339844	20.95246124267578	21.10762596130371	21.52131462097168	21.099607467651367	21.330123901367188	21.341266632080078	21.711040496826172	20.81429672241211	21.962831497192383	21.126317977905273	22.63339614868164	20.777381896972656	21.660764694213867	20.876840591430664	21.79596519470215	Homo sapiens	1:Experimental evidence at protein level	219	0	-0.0165032989597442	21.3812288539801	-0.049575360983358	0.960859135942207	0.975049599412583	-6.68392408656754	0.0173402761889804	0.0109732917852509	sp|P49755|TMEDA_HUMAN	P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10		+	
19.662830352783203	19.913494110107422	19.360641479492188	18.513246536254883	19.180517196655273	18.595760345458984	19.385345458984375	20.46457862854004	18.81279182434082	19.232099533081055	18.618009567260742	18.251169204711914	20.58150863647461	18.872364044189453	20.545690536499023	19.532621383666992	17.710556030273438	18.868621826171875	18.01738166809082	19.48866844177246	20.17387580871582	19.0025691986084	18.591073989868164	Homo sapiens	1:Experimental evidence at protein level	843	16	-0.304574507623283	19.1902156018977	-0.595055598203199	0.557214224663401	0.67667612103037	-6.50510027783978	0.253977805360119	0.169619148901077	sp|P49756|RBM25_HUMAN	P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25		+	
18.913373947143555	18.78089714050293	19.336244583129883	18.090526580810547	18.982114791870117	18.357568740844727	19.808929443359375	17.593814849853516	19.063331604003906	17.846315383911133	17.98185157775879	19.1575870513916	18.23778533935547	18.332801818847656	19.132383346557617	18.155391693115234	19.222862243652344	19.01671600341797	19.183589935302734	19.50716781616211	19.060632705688477	18.813169479370117	18.944740295410156	Homo sapiens	1:Experimental evidence at protein level	351	14	-0.881557078055348	18.767425096924	-2.04702431980942	0.0514252841251429	0.112134424853409	-4.70478667606359	1.28882330014581	0.950261040136845	sp|P49770|EI2BB_HUMAN	P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF2B subunit beta		+	
20.634199142456055	20.42056655883789	20.100902557373047	21.157766342163086	21.51856803894043	21.71283531188965	20.82569694519043	21.5653076171875	18.50711441040039	20.3171329498291	19.695247650146484	20.295377731323242	20.790454864501953	20.919981002807617	20.276533126831055	20.84137535095215	21.152162551879883	20.561660766601562	20.65900230407715	21.767614364624023	22.691089630126953	21.82110023498535	21.232927322387695	Homo sapiens	1:Experimental evidence at protein level	126	2	-0.129551083549369	20.8504628259953	-0.227393977544701	0.821987395837721	0.879948214554893	-6.65872281328638	0.0851348417787993	0.0555428855712161	sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1		+	
18.916236877441406	17.857337951660156	19.379037857055664	18.887353897094727	19.384490966796875	18.440866470336914	19.16428565979004	17.763540267944336	18.811491012573242	17.836400985717773	18.04836082458496	17.754316329956055	18.936168670654297	18.23890495300293	16.808147430419922	18.701828002929688	18.72300910949707	18.95709991455078	19.5142879486084	19.447906494140625	17.93206787109375	18.802783966064453	17.640636444091797	Homo sapiens	1:Experimental evidence at protein level	3224	18	-0.931791099548079	18.5299631579012	-1.85133570119629	0.0761031806423971	0.154082364094385	-5.04263176045441	1.11859719202606	0.812247066763741	sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2		+	
16.915176391601562	19.253036499023438	19.657398223876953	18.841432571411133	18.050569534301758	18.221508026123047	19.310544967651367	20.193939208984375	20.99738121032715	19.747713088989258	20.090770721435547	19.975587844848633	20.41653823852539	19.85014533996582	20.064498901367188	18.865890502929688	19.876380920410156	19.18813133239746	20.09041404724121	19.505760192871094	19.551063537597656	19.23032569885254	19.926782608032227	Homo sapiens	1:Experimental evidence at protein level	464	10	-1.18275272413934	19.4708503122769	-2.26925338125772	0.0322423988920201	0.0760349440564934	-4.29264167055333	1.49157265338031	1.11898676925751	sp|P49821|NDUV1_HUMAN	P49821	NDUV1_HUMAN	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial		+	
19.271854400634766	17.99367904663086	19.53554344177246	18.477628707885742	18.41551971435547	19.423736572265625	18.58255386352539	17.68950843811035	18.266508102416992	18.303918838500977	17.86884117126465	18.11440658569336	17.738136291503906	18.933719635009766	18.374168395996094	19.19110679626465	18.60748863220215	19.499731063842773	18.846786499023438	18.7930908203125	18.911293029785156	18.37254524230957	18.928531646728516	Homo sapiens	1:Experimental evidence at protein level	561	12	-1.06216382631222	18.6238940016567	-2.59975724579215	0.0155088490183235	0.0414916438448959	-3.63057294064661	1.80942043194391	1.38203935864837	sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase		+	+
21.340879440307617	19.598377227783203	19.905475616455078	18.061885833740234	20.938627243041992	18.533203125	19.026884078979492	19.67848014831543	18.444135665893555	17.691421508789062	20.032459259033203	19.599300384521484	19.711898803710938	18.736427307128906	20.272581100463867	18.400920867919922	21.252159118652344	18.747516632080078	21.625709533691406	19.125993728637695	20.31700897216797	18.920751571655273	20.346385955810547	Homo sapiens	1:Experimental evidence at protein level	392	12	0.804998053626857	19.5677478817113	1.73538548059166	0.0951232916125567	0.184263986268349	-5.23075579824832	1.02171312995753	0.734559537777537	sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	Selenide, water dikinase 1		+	
